session_id,player_id,session_date,session_length_min,levels_completed
S0003354,P00470,2025-11-06,39,4
S0003355,P00470,2025-11-10,34,5
S0003356,P00470,2025-11-14,39,4
S0003357,P00470,2025-11-17,56,5
S0003358,P00470,2025-11-20,56,4
S0003359,P00470,2025-11-25,63,6
S0003360,P00470,2025-11-25,36,2
S0003361,P00470,2025-11-26,64,8
S0003362,P00470,2025-11-26,49,5
S0003363,P00471,2026-01-31,34,0
S0003364,P00472,2025-12-04,53,5
S0003365,P00472,2025-12-05,45,4
S0003366,P00472,2025-12-08,31,0
S0003367,P00472,2025-12-09,59,6
S0003368,P00472,2025-12-10,33,4
S0003369,P00472,2025-12-11,33,2
S0003370,P00472,2025-12-12,26,0
S0003371,P00472,2025-12-15,51,4
S0003372,P00472,2025-12-17,21,1
S0003373,P00472,2025-12-17,34,3
S0003374,P00472,2025-12-19,31,5
S0003375,P00472,2025-12-20,35,2
S0003376,P00472,2025-12-20,49,3
S0003377,P00473,2025-12-20,35,3
S0003378,P00473,2025-12-21,55,6
S0003379,P00473,2025-12-22,51,4
S0003380,P00473,2025-12-23,28,2
S0003381,P00473,2025-12-23,46,4
S0003382,P00473,2025-12-24,42,3
S0003383,P00473,2025-12-25,55,7
S0003384,P00473,2025-12-26,41,4
S0003385,P00473,2025-12-26,47,3
S0003386,P00473,2025-12-26,45,3
S0003387,P00473,2025-12-28,39,5
S0003388,P00473,2026-01-07,43,4
S0003389,P00473,2026-01-13,36,2
S0003390,P00474,2025-10-19,18,1
S0003391,P00474,2025-10-20,11,0
S0003392,P00474,2025-11-05,14,2
S0003393,P00474,2025-11-06,21,0
S0003394,P00475,2026-01-01,16,2
S0003395,P00475,2026-01-08,29,2
S0003396,P00475,2026-01-09,29,2
S0003397,P00475,2026-01-12,30,3
S0003398,P00475,2026-01-16,10,1
S0003399,P00475,2026-01-23,37,3
S0003400,P00475,2026-01-26,23,3
S0003401,P00475,2026-01-29,23,4
S0003402,P00476,2025-11-06,73,5
S0003403,P00476,2025-11-07,61,5
S0003404,P00476,2025-11-08,55,3
S0003405,P00476,2025-11-09,53,4
S0003406,P00476,2025-11-10,38,4
S0003407,P00476,2025-11-10,57,3
S0003408,P00476,2025-11-12,64,8
S0003409,P00476,2025-11-13,59,6
S0003410,P00476,2025-11-16,69,4
S0003411,P00476,2025-11-18,78,7
S0003412,P00476,2025-11-18,67,6
S0003413,P00476,2025-11-20,64,8
S0003414,P00476,2025-11-23,64,5
S0003415,P00476,2025-11-28,70,5
S0003416,P00477,2025-12-02,23,1
S0003417,P00477,2025-12-06,25,1
S0003418,P00477,2025-12-07,59,4
S0003419,P00478,2025-10-23,13,1
S0003420,P00479,2025-11-09,24,1
S0003421,P00479,2025-11-10,37,3
S0003422,P00479,2025-11-10,18,2
S0003423,P00479,2025-11-11,26,4
S0003424,P00479,2025-11-12,5,2
S0003425,P00479,2025-11-12,20,2
S0003426,P00479,2025-11-20,38,2
S0003427,P00479,2025-11-22,17,3
S0003428,P00479,2025-11-25,5,0
S0003429,P00479,2025-11-25,18,1
S0003430,P00479,2025-11-28,28,2
S0003431,P00479,2025-11-28,9,2
S0003432,P00479,2025-11-29,24,0
S0003433,P00480,2025-11-19,40,2
S0003434,P00480,2025-11-20,31,2
S0003435,P00480,2025-11-25,25,2
S0003436,P00480,2026-01-13,40,2
S0003437,P00480,2026-01-14,30,3
S0003438,P00480,2026-01-18,49,3
S0003439,P00481,2025-10-02,17,2
S0003440,P00481,2025-10-06,32,2
S0003441,P00482,2025-12-05,78,3
S0003442,P00482,2025-12-07,54,2
S0003443,P00482,2025-12-08,80,8
S0003444,P00482,2025-12-08,67,4
S0003445,P00482,2025-12-11,49,4
S0003446,P00482,2025-12-12,71,6
S0003447,P00482,2025-12-14,45,2
S0003448,P00483,2025-10-25,35,4
S0003449,P00483,2025-10-25,53,7
S0003450,P00483,2025-10-26,44,5
S0003451,P00483,2025-10-27,45,4
S0003452,P00483,2025-10-28,74,5
S0003453,P00483,2025-11-02,43,2
S0003454,P00483,2025-11-02,29,1
S0003455,P00483,2025-11-03,44,4
S0003456,P00483,2025-11-04,52,2
S0003457,P00483,2025-11-04,47,2
S0003458,P00483,2025-11-08,27,5
S0003459,P00483,2025-11-20,58,5
S0003460,P00483,2025-11-20,37,4
S0003461,P00483,2025-11-22,59,5
S0003462,P00484,2025-10-13,30,3
S0003463,P00484,2025-10-14,27,4
S0003464,P00484,2025-10-23,30,0
S0003465,P00484,2025-10-23,15,0
S0003466,P00484,2025-10-26,52,5
S0003467,P00484,2025-10-27,28,4
S0003468,P00484,2025-11-02,29,4
S0003469,P00485,2025-11-16,46,3
S0003470,P00485,2025-11-17,5,1
S0003471,P00485,2025-11-20,28,3
S0003472,P00485,2025-11-21,16,2
S0003473,P00485,2025-11-23,26,3
S0003474,P00485,2025-11-25,32,2
S0003475,P00485,2025-12-07,24,4
S0003476,P00485,2025-12-07,38,4
S0003477,P00485,2025-12-15,16,1
S0003478,P00485,2025-12-18,35,3
S0003479,P00485,2025-12-18,29,3
S0003480,P00485,2025-12-20,26,3
S0003481,P00485,2025-12-23,35,5
S0003482,P00485,2025-12-25,47,4
S0003483,P00485,2025-12-28,31,3
S0003484,P00486,2025-11-02,58,6
S0003485,P00486,2025-11-02,29,5
S0003486,P00486,2025-11-05,36,2
S0003487,P00486,2025-11-07,41,4
S0003488,P00486,2025-11-07,32,3
S0003489,P00486,2025-11-09,39,1
S0003490,P00486,2025-11-13,35,5
S0003491,P00486,2025-11-14,25,1
S0003492,P00486,2025-11-21,29,1
S0003493,P00486,2025-11-22,32,2
S0003494,P00486,2025-11-22,28,5
S0003495,P00486,2025-11-30,29,2
S0003496,P00486,2025-12-07,23,3
S0003497,P00486,2025-12-08,42,3
S0003498,P00487,2025-12-15,20,2
S0003499,P00487,2025-12-17,31,3
S0003500,P00487,2025-12-18,31,2
S0003501,P00487,2025-12-20,13,2
S0003502,P00487,2025-12-22,39,4
S0003503,P00487,2026-01-04,33,2
S0003504,P00487,2026-01-17,31,1
S0003505,P00488,2025-10-29,23,3
S0003506,P00488,2025-11-04,30,2
S0003507,P00488,2025-11-08,30,2
S0003508,P00488,2025-11-11,46,5
S0003509,P00489,2025-11-03,5,0
S0003510,P00489,2025-11-16,15,1
S0003511,P00489,2025-11-17,13,2
S0003512,P00489,2025-11-23,24,1
S0003513,P00490,2025-11-21,29,2
S0003514,P00490,2025-12-05,38,3
S0003515,P00490,2025-12-05,22,1
S0003516,P00490,2025-12-06,30,1
S0003517,P00490,2025-12-08,15,4
S0003518,P00491,2025-11-28,25,0
S0003519,P00491,2025-11-29,20,2
S0003520,P00491,2025-12-07,24,2
S0003521,P00491,2025-12-16,19,3
S0003522,P00491,2025-12-16,19,1
S0003523,P00492,2025-11-19,20,0
S0003524,P00492,2025-11-30,14,2
S0003525,P00492,2025-12-02,16,2
S0003526,P00492,2025-12-02,12,2
S0003527,P00493,2025-12-26,45,6
S0003528,P00493,2025-12-29,39,3
S0003529,P00493,2025-12-30,45,5
S0003530,P00493,2025-12-30,66,5
S0003531,P00493,2026-01-02,33,4
S0003532,P00493,2026-01-05,51,5
S0003533,P00493,2026-01-07,44,5
S0003534,P00494,2025-12-15,36,3
S0003535,P00494,2025-12-16,35,2
S0003536,P00494,2025-12-16,45,6
S0003537,P00494,2025-12-18,33,3
S0003538,P00494,2025-12-18,49,4
S0003539,P00494,2025-12-20,29,2
S0003540,P00494,2025-12-26,44,4
S0003541,P00494,2025-12-28,36,1
S0003542,P00494,2025-12-28,48,2
S0003543,P00494,2025-12-30,35,4
S0003544,P00494,2026-01-01,37,3
S0003545,P00494,2026-01-04,37,5
S0003546,P00494,2026-01-05,41,3
S0003547,P00494,2026-01-10,14,2
S0003548,P00495,2026-01-17,11,1
S0003549,P00495,2026-01-17,15,1
S0003550,P00495,2026-01-25,32,3
S0003551,P00496,2025-11-07,49,4
S0003552,P00496,2025-11-10,30,3
S0003553,P00496,2025-11-18,52,3
S0003554,P00496,2025-11-18,23,2
S0003555,P00496,2025-11-19,49,3
S0003556,P00496,2025-11-20,56,6
S0003557,P00496,2025-11-20,14,1
S0003558,P00496,2025-11-25,57,5
S0003559,P00496,2025-11-27,57,7
S0003560,P00497,2025-11-19,20,2
S0003561,P00497,2025-11-23,14,2
S0003562,P00497,2025-12-05,21,1
S0003563,P00497,2025-12-05,9,1
S0003564,P00497,2025-12-05,33,1
S0003565,P00497,2025-12-17,29,2
S0003566,P00497,2025-12-18,24,1
S0003567,P00497,2026-01-03,26,2
S0003568,P00498,2025-11-08,42,2
S0003569,P00498,2025-11-08,55,3
S0003570,P00498,2025-11-09,55,7
S0003571,P00498,2025-11-10,19,2
S0003572,P00498,2025-11-11,55,3
S0003573,P00498,2025-11-13,11,1
S0003574,P00498,2025-11-14,42,3
S0003575,P00498,2025-11-30,27,1
S0003576,P00498,2025-12-01,33,2
S0003577,P00499,2025-10-12,12,0
S0003578,P00499,2025-10-14,37,2
S0003579,P00499,2025-10-16,34,3
S0003580,P00499,2025-10-20,24,2
S0003581,P00499,2025-10-28,32,4
S0003582,P00499,2025-11-04,36,3
S0003583,P00499,2025-11-05,25,4
S0003584,P00499,2025-11-07,26,3
S0003585,P00499,2025-11-25,25,2
S0003586,P00499,2025-11-25,25,1
S0003587,P00499,2025-11-26,30,5
S0003588,P00500,2025-12-07,17,2
S0003589,P00500,2025-12-08,28,3
S0003590,P00500,2025-12-23,28,0
S0003591,P00500,2025-12-24,25,2
S0003592,P00500,2026-01-05,21,3
S0003593,P00501,2025-12-18,40,3
S0003594,P00501,2025-12-20,49,3
S0003595,P00501,2025-12-22,54,4
S0003596,P00501,2025-12-24,65,3
S0003597,P00501,2025-12-29,75,8
S0003598,P00501,2025-12-30,30,0
S0003599,P00502,2025-10-16,31,2
S0003600,P00502,2025-10-18,40,4
S0003601,P00502,2025-10-20,65,5
S0003602,P00502,2025-10-29,61,7
S0003603,P00503,2025-10-25,42,4
S0003604,P00503,2025-10-26,36,3
S0003605,P00503,2025-10-30,48,5
S0003606,P00503,2025-11-02,40,3
S0003607,P00503,2025-11-08,46,4
S0003608,P00503,2025-11-15,66,4
S0003609,P00503,2025-11-15,57,7
S0003610,P00504,2025-10-08,54,5
S0003611,P00504,2025-10-09,64,6
S0003612,P00504,2025-10-09,82,7
S0003613,P00504,2025-10-10,41,4
S0003614,P00504,2025-10-10,55,5
S0003615,P00504,2025-10-15,68,6
S0003616,P00504,2025-10-28,39,4
S0003617,P00504,2025-10-28,42,6
S0003618,P00505,2025-10-28,33,3
S0003619,P00505,2025-11-06,21,1
S0003620,P00505,2025-11-15,29,2
S0003621,P00506,2025-11-01,48,4
S0003622,P00506,2025-11-07,35,2
S0003623,P00506,2025-11-08,21,1
S0003624,P00506,2025-11-13,26,2
S0003625,P00507,2025-11-01,32,1
S0003626,P00507,2025-11-03,19,3
S0003627,P00507,2025-11-04,42,5
S0003628,P00507,2025-11-06,26,3
S0003629,P00507,2025-11-09,23,2
S0003630,P00507,2025-11-10,27,3
S0003631,P00507,2025-11-12,35,2
S0003632,P00507,2025-11-12,37,2
S0003633,P00507,2025-11-14,14,2
S0003634,P00507,2025-11-17,39,3
S0003635,P00507,2025-11-18,5,0
S0003636,P00507,2025-11-18,40,3
S0003637,P00507,2025-11-24,51,4
S0003638,P00508,2025-12-12,23,2
S0003639,P00509,2025-12-23,5,1
S0003640,P00509,2025-12-24,8,2
S0003641,P00509,2025-12-24,24,2
S0003642,P00509,2025-12-27,11,1
S0003643,P00509,2025-12-28,5,0
S0003644,P00509,2025-12-28,5,2
S0003645,P00509,2026-01-04,11,1
S0003646,P00509,2026-01-04,27,1
S0003647,P00509,2026-01-10,5,0
S0003648,P00510,2025-11-28,73,6
S0003649,P00510,2025-11-29,32,2
S0003650,P00510,2025-11-30,89,9
S0003651,P00510,2025-12-01,47,4
S0003652,P00510,2025-12-02,55,5
S0003653,P00510,2025-12-11,69,6
S0003654,P00510,2025-12-12,60,7
S0003655,P00510,2025-12-17,55,3
S0003656,P00510,2025-12-26,80,7
S0003657,P00510,2025-12-28,47,4
S0003658,P00510,2025-12-29,54,5
S0003659,P00511,2025-11-26,68,6
S0003660,P00511,2025-11-28,58,5
S0003661,P00511,2025-11-29,39,3
S0003662,P00511,2025-12-03,39,6
S0003663,P00511,2025-12-05,38,2
S0003664,P00511,2025-12-05,40,5
S0003665,P00511,2025-12-06,43,1
S0003666,P00511,2025-12-09,58,7
S0003667,P00511,2025-12-09,55,5
S0003668,P00511,2025-12-17,33,4
S0003669,P00511,2025-12-19,22,1
S0003670,P00511,2025-12-20,76,6
S0003671,P00511,2025-12-20,43,4
S0003672,P00511,2025-12-26,28,2
S0003673,P00512,2025-11-07,37,4
S0003674,P00512,2025-11-08,36,3
S0003675,P00512,2025-11-08,24,1
S0003676,P00512,2025-11-11,38,1
S0003677,P00512,2025-11-11,32,4
S0003678,P00512,2025-11-19,27,2
S0003679,P00512,2025-11-21,16,2
S0003680,P00512,2025-11-25,33,2
S0003681,P00513,2025-10-08,22,1
S0003682,P00513,2025-10-09,35,2
S0003683,P00513,2025-10-10,56,4
S0003684,P00513,2025-10-10,34,5
S0003685,P00513,2025-10-17,28,2
S0003686,P00513,2025-10-21,40,3
S0003687,P00513,2025-10-23,40,3
S0003688,P00513,2025-10-27,29,1
S0003689,P00514,2025-11-15,36,3
S0003690,P00514,2025-11-22,29,3
S0003691,P00514,2025-11-30,36,6
S0003692,P00515,2026-01-07,60,6
S0003693,P00515,2026-01-08,53,5
S0003694,P00515,2026-01-09,56,5
S0003695,P00515,2026-01-12,58,3
S0003696,P00515,2026-01-17,62,5
S0003697,P00515,2026-01-18,63,5
S0003698,P00515,2026-01-24,64,6
S0003699,P00515,2026-01-25,70,6
S0003700,P00515,2026-01-31,74,6
S0003701,P00516,2026-01-13,26,4
S0003702,P00516,2026-01-13,13,3
S0003703,P00516,2026-01-14,26,4
S0003704,P00516,2026-01-15,36,3
S0003705,P00516,2026-01-18,29,2
S0003706,P00516,2026-01-25,28,2
S0003707,P00517,2026-01-27,15,2
S0003708,P00518,2025-11-02,25,0
S0003709,P00518,2025-11-04,34,1
S0003710,P00518,2025-11-06,48,2
S0003711,P00518,2025-11-06,14,2
S0003712,P00518,2025-11-15,38,5
S0003713,P00518,2025-11-19,27,1
S0003714,P00518,2025-11-26,30,2
S0003715,P00518,2025-12-08,31,4
S0003716,P00519,2026-01-13,22,4
S0003717,P00519,2026-01-23,14,2
S0003718,P00519,2026-01-25,12,2
S0003719,P00519,2026-01-26,24,2
S0003720,P00520,2025-11-02,60,5
S0003721,P00520,2025-11-03,80,6
S0003722,P00520,2025-11-03,65,6
S0003723,P00520,2025-11-05,65,6
S0003724,P00520,2025-11-07,82,7
S0003725,P00520,2025-11-10,71,6
S0003726,P00520,2025-11-16,67,7
S0003727,P00520,2025-11-19,54,5
S0003728,P00520,2025-11-23,65,6
S0003729,P00520,2025-11-27,44,4
S0003730,P00520,2025-11-27,67,7
S0003731,P00520,2025-12-02,70,8
S0003732,P00521,2025-10-04,5,1
S0003733,P00521,2025-10-08,5,0
S0003734,P00521,2025-10-15,12,0
S0003735,P00521,2025-10-24,22,0
S0003736,P00522,2025-11-25,5,1
S0003737,P00522,2025-11-27,20,2
S0003738,P00522,2025-11-28,5,0
S0003739,P00522,2025-12-15,17,2
S0003740,P00522,2025-12-17,17,1
S0003741,P00522,2025-12-24,5,0
S0003742,P00522,2025-12-31,5,0
S0003743,P00523,2025-10-21,50,4
S0003744,P00523,2025-10-23,55,6
S0003745,P00523,2025-10-25,30,3
S0003746,P00523,2025-10-29,62,5
S0003747,P00523,2025-10-30,36,2
S0003748,P00523,2025-11-01,41,4
S0003749,P00523,2025-11-01,51,4
S0003750,P00523,2025-11-04,58,5
S0003751,P00523,2025-11-07,66,7
S0003752,P00523,2025-11-11,20,1
S0003753,P00523,2025-11-15,48,4
S0003754,P00524,2025-11-13,8,3
S0003755,P00524,2025-11-14,15,0
S0003756,P00524,2025-11-15,15,4
S0003757,P00524,2025-11-21,7,0
S0003758,P00524,2025-12-03,9,0
S0003759,P00524,2025-12-13,23,1
S0003760,P00525,2026-01-29,64,6
S0003761,P00526,2025-10-25,45,4
S0003762,P00526,2025-10-26,22,3
S0003763,P00526,2025-10-27,5,2
S0003764,P00526,2025-10-27,21,2
S0003765,P00526,2025-10-28,23,4
S0003766,P00526,2025-11-04,18,2
S0003767,P00526,2025-11-04,33,4
S0003768,P00526,2025-11-16,34,3
S0003769,P00527,2025-11-27,24,3
S0003770,P00527,2025-12-01,17,1
S0003771,P00527,2025-12-02,34,4
S0003772,P00527,2025-12-05,44,4
S0003773,P00527,2025-12-11,55,5
S0003774,P00527,2025-12-14,42,4
S0003775,P00527,2025-12-14,31,3
S0003776,P00527,2025-12-15,25,2
S0003777,P00527,2025-12-17,31,4
S0003778,P00527,2025-12-29,26,1
S0003779,P00528,2025-11-18,55,4
S0003780,P00528,2025-11-19,63,3
S0003781,P00528,2025-11-20,47,3
S0003782,P00528,2025-11-20,51,5
S0003783,P00528,2025-11-21,39,4
S0003784,P00528,2025-11-27,58,4
S0003785,P00528,2025-11-28,49,2
S0003786,P00528,2025-11-28,55,5
S0003787,P00528,2025-11-30,61,6
S0003788,P00528,2025-12-13,78,8
S0003789,P00529,2025-11-02,5,2
S0003790,P00529,2025-11-02,31,2
S0003791,P00529,2025-11-15,45,5
S0003792,P00529,2025-11-15,10,2
S0003793,P00530,2025-12-03,33,3
S0003794,P00530,2025-12-05,34,2
S0003795,P00530,2025-12-08,24,4
S0003796,P00530,2025-12-16,29,3
S0003797,P00530,2025-12-21,26,2
S0003798,P00530,2025-12-22,33,5
S0003799,P00530,2025-12-24,32,3
S0003800,P00530,2025-12-25,33,3
S0003801,P00530,2026-01-02,35,2
S0003802,P00530,2026-01-02,41,6
S0003803,P00530,2026-01-10,32,1
S0003804,P00531,2025-11-15,38,2
S0003805,P00531,2025-11-19,31,3
S0003806,P00531,2025-11-20,51,4
S0003807,P00531,2025-11-20,25,2
S0003808,P00531,2025-11-21,45,4
S0003809,P00531,2025-11-26,8,3
S0003810,P00531,2025-11-28,10,0
S0003811,P00531,2025-11-29,23,4
S0003812,P00531,2025-11-30,19,0
S0003813,P00531,2025-11-30,34,2
S0003814,P00531,2025-12-05,35,2
S0003815,P00531,2025-12-13,28,3
S0003816,P00532,2025-10-08,41,4
S0003817,P00532,2025-10-08,44,3
S0003818,P00532,2025-10-09,43,2
S0003819,P00532,2025-10-09,20,0
S0003820,P00532,2025-10-11,45,4
S0003821,P00532,2025-10-11,37,4
S0003822,P00532,2025-10-12,34,2
S0003823,P00532,2025-10-14,41,0
S0003824,P00532,2025-10-14,7,0
S0003825,P00532,2025-10-18,18,1
S0003826,P00532,2025-10-21,36,5
S0003827,P00532,2025-10-22,36,3
S0003828,P00532,2025-10-23,27,2
S0003829,P00532,2025-10-27,36,5
S0003830,P00532,2025-10-27,52,4
S0003831,P00533,2025-12-15,29,3
S0003832,P00533,2025-12-24,48,6
S0003833,P00533,2025-12-25,32,4
S0003834,P00533,2025-12-30,59,6
S0003835,P00533,2026-01-15,45,5
S0003836,P00534,2025-12-09,13,0
S0003837,P00534,2025-12-19,11,1
S0003838,P00534,2025-12-24,18,0
S0003839,P00535,2026-01-28,5,0
S0003840,P00535,2026-01-29,34,3
S0003841,P00535,2026-01-30,15,0
S0003842,P00535,2026-01-31,33,2
S0003843,P00536,2025-11-01,40,3
S0003844,P00536,2025-11-02,51,6
S0003845,P00536,2025-11-04,41,4
S0003846,P00536,2025-11-06,26,3
S0003847,P00536,2025-11-06,34,3
S0003848,P00536,2025-11-07,81,6
S0003849,P00536,2025-11-08,53,1
S0003850,P00536,2025-11-08,28,3
S0003851,P00536,2025-11-09,32,4
S0003852,P00536,2025-11-11,41,3
S0003853,P00536,2025-11-13,47,4
S0003854,P00536,2025-11-20,54,4
S0003855,P00536,2025-11-27,37,2
S0003856,P00536,2025-12-01,53,6
S0003857,P00536,2025-12-01,63,6
S0003858,P00537,2025-11-11,53,5
S0003859,P00537,2025-11-12,66,4
S0003860,P00537,2025-11-13,58,4
S0003861,P00537,2025-11-14,61,4
S0003862,P00537,2025-11-14,58,5
S0003863,P00537,2025-11-17,71,7
S0003864,P00537,2025-11-18,48,1
S0003865,P00537,2025-11-21,72,5
S0003866,P00538,2025-10-12,27,1
S0003867,P00539,2025-10-20,65,6
S0003868,P00539,2025-10-22,69,6
S0003869,P00539,2025-10-23,55,5
S0003870,P00539,2025-10-23,39,4
S0003871,P00539,2025-10-24,54,5
S0003872,P00539,2025-10-25,63,6
S0003873,P00539,2025-10-25,47,4
S0003874,P00539,2025-10-29,38,4
S0003875,P00539,2025-10-31,83,6
S0003876,P00539,2025-11-11,63,4
S0003877,P00539,2025-11-22,68,6
S0003878,P00539,2025-11-22,78,5
S0003879,P00539,2025-12-01,82,7
S0003880,P00540,2025-12-20,40,2
S0003881,P00540,2025-12-21,32,2
S0003882,P00540,2025-12-22,46,3
S0003883,P00540,2025-12-27,48,5
S0003884,P00540,2025-12-27,41,5
S0003885,P00540,2025-12-30,15,1
S0003886,P00540,2026-01-02,63,3
S0003887,P00540,2026-01-04,47,6
S0003888,P00540,2026-01-05,40,4
S0003889,P00540,2026-01-08,53,3
S0003890,P00541,2025-12-20,67,6
S0003891,P00541,2025-12-21,49,4
S0003892,P00541,2025-12-22,62,6
S0003893,P00541,2025-12-22,69,4
S0003894,P00541,2025-12-25,55,6
S0003895,P00541,2025-12-26,51,6
S0003896,P00541,2025-12-28,57,6
S0003897,P00541,2025-12-28,71,6
S0003898,P00541,2025-12-29,44,4
S0003899,P00541,2025-12-31,56,7
S0003900,P00541,2025-12-31,55,1
S0003901,P00541,2026-01-02,63,5
S0003902,P00541,2026-01-03,52,7
S0003903,P00541,2026-01-04,50,3
S0003904,P00542,2025-11-18,25,0
S0003905,P00542,2025-11-18,43,2
S0003906,P00542,2025-11-22,21,3
S0003907,P00543,2025-10-18,22,1
S0003908,P00543,2025-10-28,27,1
S0003909,P00544,2025-10-20,19,0
S0003910,P00544,2025-10-22,14,1
S0003911,P00544,2025-10-23,22,3
S0003912,P00544,2025-10-23,23,2
S0003913,P00544,2025-10-28,26,3
S0003914,P00544,2025-11-03,23,3
S0003915,P00544,2025-11-06,28,0
S0003916,P00544,2025-11-14,26,2
S0003917,P00544,2025-11-21,24,2
S0003918,P00544,2025-11-21,31,2
S0003919,P00545,2026-01-25,18,0
S0003920,P00545,2026-01-25,5,0
S0003921,P00545,2026-01-26,21,0
S0003922,P00545,2026-01-28,28,5
S0003923,P00545,2026-01-28,14,0
S0003924,P00545,2026-01-29,25,2
S0003925,P00545,2026-01-29,20,2
S0003926,P00546,2025-12-31,22,2
S0003927,P00546,2025-12-31,29,2
S0003928,P00547,2026-01-29,38,3
S0003929,P00547,2026-01-30,64,5
S0003930,P00547,2026-01-31,33,2
S0003931,P00548,2025-12-27,50,3
S0003932,P00548,2025-12-29,64,4
S0003933,P00548,2026-01-02,61,5
S0003934,P00548,2026-01-20,52,5
S0003935,P00548,2026-01-27,61,5
S0003936,P00549,2025-10-20,48,3
S0003937,P00549,2025-10-21,33,2
S0003938,P00549,2025-10-22,34,2
S0003939,P00549,2025-10-24,47,2
S0003940,P00549,2025-10-25,37,3
S0003941,P00549,2025-10-28,50,5
S0003942,P00549,2025-10-29,36,2
S0003943,P00549,2025-11-01,30,4
S0003944,P00549,2025-11-10,36,1
S0003945,P00549,2025-11-11,50,5
S0003946,P00549,2025-11-13,48,4
S0003947,P00549,2025-11-13,22,3
S0003948,P00550,2026-01-25,14,1
S0003949,P00550,2026-01-29,34,4
S0003950,P00551,2026-01-17,46,4
S0003951,P00551,2026-01-18,49,4
S0003952,P00551,2026-01-19,35,3
S0003953,P00551,2026-01-21,39,2
S0003954,P00551,2026-01-25,31,4
S0003955,P00551,2026-01-29,39,4
S0003956,P00552,2025-11-20,28,3
S0003957,P00552,2025-11-21,25,2
S0003958,P00552,2025-11-21,11,1
S0003959,P00552,2025-11-23,32,3
S0003960,P00552,2025-11-24,19,1
S0003961,P00552,2025-11-24,61,5
S0003962,P00552,2025-11-26,32,2
S0003963,P00552,2025-11-28,43,4
S0003964,P00552,2025-12-03,20,3
S0003965,P00552,2025-12-03,13,2
S0003966,P00552,2025-12-05,31,2
S0003967,P00552,2025-12-16,9,0
S0003968,P00552,2025-12-16,42,4
S0003969,P00552,2025-12-20,42,5
S0003970,P00552,2025-12-21,33,3
S0003971,P00553,2025-12-23,45,1
S0003972,P00553,2025-12-24,66,7
S0003973,P00553,2025-12-24,41,3
S0003974,P00553,2025-12-25,54,5
S0003975,P00553,2025-12-25,25,2
S0003976,P00553,2025-12-26,28,2
S0003977,P00553,2025-12-27,46,5
S0003978,P00553,2025-12-28,31,0
S0003979,P00553,2025-12-29,42,4
S0003980,P00554,2025-10-20,37,2
S0003981,P00554,2025-10-21,33,1
S0003982,P00554,2025-10-22,30,2
S0003983,P00554,2025-11-04,9,0
S0003984,P00554,2025-11-06,45,5
S0003985,P00554,2025-11-06,37,3
S0003986,P00554,2025-11-11,28,1
S0003987,P00554,2025-11-16,34,3
S0003988,P00555,2025-12-02,43,6
S0003989,P00555,2025-12-06,34,5
S0003990,P00555,2025-12-06,66,7
S0003991,P00555,2025-12-09,46,4
S0003992,P00555,2025-12-10,49,3
S0003993,P00555,2026-01-03,48,4
S0003994,P00556,2025-10-08,5,0
S0003995,P00556,2025-10-08,5,1
S0003996,P00556,2025-10-13,5,1
S0003997,P00556,2025-10-15,14,3
S0003998,P00556,2025-10-18,10,0
S0003999,P00556,2025-10-31,5,0
S0004000,P00557,2025-11-08,28,3
S0004001,P00557,2025-11-09,26,2
S0004002,P00557,2025-11-13,32,3
S0004003,P00557,2025-11-19,28,5
S0004004,P00558,2026-01-19,61,7
S0004005,P00558,2026-01-20,42,4
S0004006,P00558,2026-01-22,58,4
S0004007,P00558,2026-01-24,42,3
S0004008,P00558,2026-01-25,31,3
S0004009,P00558,2026-01-30,48,3
S0004010,P00558,2026-01-31,39,3
S0004011,P00559,2026-01-24,32,4
S0004012,P00559,2026-01-26,30,3
S0004013,P00559,2026-01-28,26,3
S0004014,P00559,2026-01-28,26,3
S0004015,P00560,2025-11-22,14,2
S0004016,P00560,2025-11-23,24,4
S0004017,P00560,2025-11-24,16,2
S0004018,P00560,2025-11-24,20,3
S0004019,P00560,2025-11-27,13,2
S0004020,P00560,2025-12-04,22,1
S0004021,P00560,2025-12-07,32,1
S0004022,P00560,2025-12-08,27,3
S0004023,P00560,2025-12-12,21,2
S0004024,P00560,2025-12-12,27,2
S0004025,P00560,2025-12-15,41,3
S0004026,P00561,2025-11-30,9,0
S0004027,P00561,2025-12-02,32,2
S0004028,P00561,2025-12-04,46,2
S0004029,P00561,2025-12-09,29,1
S0004030,P00561,2025-12-12,45,4
S0004031,P00561,2025-12-15,29,4
S0004032,P00561,2025-12-19,29,1
S0004033,P00561,2025-12-27,34,3
S0004034,P00561,2025-12-30,49,3
S0004035,P00561,2025-12-31,42,1
S0004036,P00562,2025-12-28,43,4
S0004037,P00562,2025-12-29,22,2
S0004038,P00562,2026-01-02,31,1
S0004039,P00562,2026-01-02,17,2
S0004040,P00562,2026-01-06,12,1
S0004041,P00562,2026-01-08,40,2
S0004042,P00562,2026-01-09,18,2
S0004043,P00562,2026-01-11,23,2
S0004044,P00562,2026-01-12,31,4
S0004045,P00562,2026-01-13,31,3
S0004046,P00563,2026-01-01,28,2
S0004047,P00563,2026-01-02,26,3
S0004048,P00564,2025-10-20,43,4
S0004049,P00564,2025-10-23,41,4
S0004050,P00564,2025-10-24,29,2
S0004051,P00564,2025-10-28,53,5
